,pair_1,pair_2,ibd_frac,ibd_min_node,ibd_max_node,ibd_nsegments
8,773,1869,1.0,155825,1746202,280229
9,819,933,1.0,192009,1746204,284930
10,819,1022,1.0,183460,1746203,285771
11,819,1097,1.0,152532,1746204,281897
12,819,1143,1.0,203825,1746201,283966
13,819,1274,1.0,158492,1746204,280840
14,819,1331,1.0,156037,1746203,282201
15,819,1480,1.0,225725,1746204,280543
16,819,1869,1.0,145877,1746204,281092
17,933,1022,1.0,212937,1746204,285152
18,933,1097,1.0,335627,1746202,283884
19,933,1143,1.0,79485,1746204,282423
20,933,1274,1.0,137015,1746202,284906
21,933,1331,1.0,198053,1746204,282695
22,933,1480,1.0,223773,1746202,285898
23,933,1869,1.0,139109,1746202,282198
24,1022,1097,1.0,231233,1746204,284154
25,1022,1143,1.0,229124,1746203,286563
26,1022,1274,1.0,275531,1746204,283881
27,1022,1331,1.0,216840,1746202,284764
28,1022,1480,1.0,295316,1746204,288859
29,1022,1869,1.0,24502,1746204,281865
30,1097,1143,1.0,205028,1746204,285010
31,1097,1274,1.0,83438,1746201,279693
32,1097,1331,1.0,263121,1746204,283986
33,1097,1480,1.0,220525,1746201,285114
34,1097,1869,1.0,259371,1746201,283646
35,1143,1274,1.0,133117,1746204,281181
36,1143,1331,1.0,285563,1746203,281908
37,1143,1480,1.0,54436,1746204,283684
38,1143,1869,1.0,254060,1746204,282462
39,1274,1331,1.0,147239,1746204,281725
40,1274,1480,1.0,68912,1746195,282528
41,1274,1869,1.0,187558,1746200,282940
42,1331,1480,1.0,210731,1746204,283010
43,1331,1869,1.0,173106,1746204,283027
44,1480,1869,1.0,284964,1746200,284995
0,122,253,1.0,56526,1746204,284841
1,122,567,1.0,254675,1746203,280597
2,122,970,1.0,246929,1746202,284110
3,122,1079,1.0,313507,1746205,283274
4,122,1307,1.0,279501,1746198,286401
5,122,1494,1.0,302423,1746200,285560
6,122,1549,1.0,79583,1746205,284137
7,122,1842,1.0,111769,1746204,282918
8,122,1989,1.0,296993,1746199,284496
9,253,567,1.0,96355,1746204,281668
10,253,970,1.0,55128,1746204,278054
11,253,1079,1.0,164721,1746205,284150
12,253,1307,1.0,203544,1746204,281576
13,253,1494,1.0,274747,1746204,284443
14,253,1549,1.0,225885,1746205,285044
15,253,1842,1.0,166525,1746200,282030
16,253,1989,1.0,89846,1746204,281008
17,567,970,1.0,18845,1746203,281867
18,567,1079,1.0,34973,1746205,282920
19,567,1307,1.0,86743,1746203,283358
20,567,1494,1.0,306891,1746203,282732
21,567,1549,1.0,113354,1746205,282226
22,567,1842,1.0,292684,1746204,285114
23,567,1989,1.0,162605,1746203,282778
24,970,1079,1.0,61061,1746205,282940
25,970,1307,1.0,206242,1746202,285086
26,970,1494,1.0,256334,1746202,285862
27,970,1549,1.0,242201,1746205,286097
28,970,1842,1.0,100004,1746204,286276
29,970,1989,1.0,169628,1746202,283832
30,1079,1307,1.0,141250,1746205,281600
31,1079,1494,1.0,130204,1746205,285878
32,1079,1549,1.0,273358,1746204,281135
33,1079,1842,1.0,238962,1746205,284081
34,1079,1989,1.0,133489,1746205,282993
35,1307,1494,1.0,101001,1746200,283619
36,1307,1549,1.0,42310,1746205,282484
37,1307,1842,1.0,155302,1746204,284800
38,1307,1989,1.0,91224,1746199,282820
39,1494,1549,1.0,174385,1746205,285988
40,1494,1842,1.0,3594,1746204,280648
41,1494,1989,1.0,183930,1746200,285069
42,1549,1842,1.0,230462,1746205,285588
43,1549,1989,1.0,208612,1746205,282647
44,1842,1989,1.0,114833,1746204,280652
0,136,140,1.0,146745,1746201,283287
1,136,229,1.0,92532,1746200,281961
2,136,758,1.0,356165,1746204,284143
3,136,821,1.0,276213,1746200,283989
4,136,851,1.0,114722,1746202,282027
5,136,1139,1.0,147338,1746198,281779
6,136,1175,1.0,95065,1746202,283407
7,136,1351,1.0,244291,1746204,280565
8,136,1485,1.0,18726,1746201,281028
9,140,229,1.0,175253,1746201,283521
10,140,758,1.0,187224,1746204,282331
11,140,821,1.0,165487,1746201,285625
12,140,851,1.0,193432,1746202,282157
13,140,1139,1.0,165709,1746201,283712
14,140,1175,1.0,146206,1746202,284668
15,140,1351,1.0,222096,1746204,286761
16,140,1485,1.0,194537,1746196,283089
17,229,758,1.0,175475,1746204,282143
18,229,821,1.0,216495,1746199,282185
19,229,851,1.0,117699,1746202,283175
20,229,1139,1.0,214243,1746200,283514
21,229,1175,1.0,175238,1746202,285117
